
                                                                                                       
,0000000080,BAND.CARTON DORADO CONFIGRAF 1KG.(22x28)     ,"18,76"
,0000000081,BAND.CARTON DORADO CONFIGRAF 1 1/2KG.(24x30) ,"20,38"
,0000000082,BAND.CARTON DORADO CONFIGRAF 2KG(25x34)      ,"27,96"
,0000000083,BAND.CARTON DORADO CONFIGRAF 2 1/2(31x38)    ,"47,22"
,0000000084,BAND.CARTON DORADO CONFIGRAF 3KG.(34x42)     ,"55,05"
,0000000093,DISCO DORADO CONFIGRAF 2/CARAS 10 cm. x 100  ,"775,51"
,0000000094,DISCO ORO/PLATA CONFIGRAF 30cm x 100u.       ,"3.839,36"
,0000000095,BAND.CARTON PLATA CONFIGRAF 250G.(14x21)     ,"7,73"
,0000000096,BAND.CARTON PLATA CONFIGRAF 500G.(18x24)     ,"14,50"
,0000000097,BAND.CARTON PLATA CONFIGRAF 1KG.(22x28)      ,"20,61"
,0000000098,DISCO ORO/PLATA CONFIGRAF 14cm x 100         ,"1.086,32"
,0000000099,BAND. C/ASAS P/PIONONO ORO/PLATA 12x30 (x50) ,"30,55"
,0000000100,DISCO DORADO CONFIGRAF 2/CARAS 12cm x 100    ,"809,94"
,0000000101,DISCO DORADO CONFIGRAF 2/CARAS 16cm x 100    ,"1.137,06"
,0000000102,DISCO DORADO CONFIGRAF 2/CARAS 22cm x 100    ,"2.036,24"
,0000000103,DISCO DORADO CONFIGRAF 2/CARAS 24cm x 100    ,"2.374,04"
,0000000104,DISCO ORO/PLATA CONFIGRAF 20cm x 100         ,"1.841,21"
,0000000105,FORMATOS ORO/ORO CONFIGRAF 10x10 x 100u.     ,"691,04"
,0000001389,ESTUCHE DORADO P/TORTA  27x27x10cm x u.      ,"94,78"
,0000001390,ESTUCHE BLANCO P/TORTA 27x27x12cm x u.       ,"75,38"
,0000001391,ESTUCHE BLANCO P/TORTA 32x32x15cm x u.       ,"98,25"
,0000001596,BAND.CARTON DORADA ECON.1/4 kg x u.(x50)     ,"9,01"
,0000001597,BAND.CARTON DORADA ECON.1/2 Kg x u.(x50)     ,"13,27"
,0000001598,BAND.CARTON DORADA ECON. 1 Kg x u.(x50)      ,"18,72"
,0000001599,BAND.CARTON DORADA ECON. 2 Kg x u.(x50)      ,"27,58"
,0000001600,BAND.CARTON DORADA ECON. 3 Kg x u.(x50)      ,"38,53"
,0000003021,DISCO DORADO CONFIGRAF 2/CARAS 26cm x 100    ,"2.745,12"
,0000003022,DISCO DORADO CONFIGRAF 2/CARAS 28cm x 100    ,"3.123,16"                     
,0000002307,BAND.ALUMINIO F 50 VASSOI x u.(x900)         ,"6,45"
,0000002308,BAND.ALUMINIO F 75 VASSOI x u.(x1000)        ,"7,68"
,0000002309,BAND.ALUMINIO F 100 VASSOI x u.(x500)        ,"9,20"
,0000002310,BAND.ALUMINIO F 200 VASSOI x u.(x300)        ,"20,56"
,0000002311,BAND.ALUMINIO C 200 VASSOI x u.(x300)        ,"26,96"
,0000002312,BAND.ALUMINIO F 250 VASSOI x u.(x1000)       ,"5,68"
,0000002313,BAND.ALUMINIO F 275 VASSOI x u.(x500)        ,"7,21"
,0000002314,BAND.ALUMINIO F 2100 VASSOI x u.(x500)       ,"9,19"
,0000002315,TAPA ALU/CARTON F 50 VASSOI x u.(x1000)      ,"4,01"
,0000002316,TAPA ALU/CARTON F 75 VASSOI x u.(x1000)      ,"4,99"
,0000002317,TAPA ALU/CARTON F 100 VASSOI  x u.(x1000)    ,"7,45"
,0000002318,TAPA ALU/CARTON F 200 VASSOI x u.(x600)      ,"13,12"
,0000002319,TAPA ALU/CARTON C 200 VASSOI x u.(x600)      ,"11,60"
,0000002320,TAPA ALUMINIO F 250 VASSOI x u.(x1000)       ,"3,81"
,0000002321,TAPA ALUMINIO F 275 VASSOI x u.(x1000)       ,"4,65"
,0000002322,TAPA ALUMINIO F 2100 VASSOI x u.(x500)       ,"6,46"               
,0000000112,BAND.PET CRISTAL 101 CELPACK x 100u.(x1200)  ,"129,25"
,0000000113,BAND.PET CRISTAL 102 CELPACK x 100u.(x800)   ,"231,52"
,0000000114,BAND.PET CRISTAL 103 CELPACK x 100u.(x800)   ,"336,46"
,0000000115,BAND.PET CRISTAL 105 CELPACK x 100u.(x800)   ,"497,68"
,0000000116,BAND.PET CRISTAL 107 CELPACK x 100u.(x800)   ,"717,86"
,0000001557,BAND.PET CRISTAL 105R CELPACK x 100u(x800)   ,"522,37"
,0000001752,B.PLAST PET NEGRA 101 x 100 CELPACK(x1200)   ,"137,81"
,0000001753,B.PLAST PET NEGRA 102 x 100 CELPACK(x600)    ,"246,88"
,0000001754,B.PLAST.PET NEGRA 103 x 100 CELPACK(x600)    ,"359,11"
,0000001755,B.PLAST.PET NEGRA 105 x 100 CELPACK(x800)    ,"531,09"
,0000001756,B.PLAST PET NEGRA 107 x 100 CELPACK(x600)    ,"766,20"
,0000001966,POTE C/BISAG. CELPACK K 330 x u.(x800)       ,"5,37"                      
,0000000923,VASO PLAST.PLASTICFOOD 500cc x 100(x1040)    ,"460,94"
,0000000924,VASO PLAST.PLASTICFOOD 800ccc x 100(x650)    ,"768,01"
,0000000925,VASO PLAST.PLASTICFOOD 1000cc x 100(x600)    ,"921,88"
,0000001930,B.MICRO P.F  105 C/BISAGRA 1500cc.x u.(x140) ,"24,81"
,0000001931,B.MICRO P.F  105 C/BISAGRA 2000cc.x u.(x120) ,"25,60"
,0000001933,B.MICRO P.F. 107 C/BISAGRA 2500cc x u.(x120) ,"29,28"
,0000001934,B.MICRO P.F.105 C/BISAGRA 2250cc x u.(x120)  ,"29,28"
,0000001935,B.MICRO P.F. 102 C/BISAGRA 250cc x u.(x540)  ,"7,00"
,0000001949,B.MICRO P.F. 103 C/BISAGRA 750cc x u.(x240)  ,"15,20"
,0000001950,B.MICRO P.F 103 C/BISAGRA 1000cc x u.(x240)  ,"16,80"
,0000001952,B.MICRO PLASTICFOOD 105 RECT. x 100.(x600)   ,"696,00"
,0000001953,POTE PP. P.F.  ACANALADO 360cc x 100(x900)   ,"757,55"
,0000001954,TAPA P/POTE P.F.ACANALADO x 100u.(x900)      ,"244,69"
,0000001960,POTE PP.PLASTICFOOD 180cc x 100u.(x900)      ,"391,50"
,0000001961,POTE PP.PLASTICFOOD 250cc x 100u.(x900)      ,"446,31"
,0000001962,POTE PP.PLASTICFOOD 400cc x 100u.(x900)      ,"600,30"
,0000001963,TAPA PP.PLASTICFOOD 88 x 100u.(x1800)        ,"244,69"             
,0000001008,B.MICRO CELPACK 101 X 100u.(x2400)           ,"197,89"
,0000001009,B.MICRO CELPACK 102 X 100u.(x1200)           ,"316,73"
,0000001010,B.MICRO CELPACK 103 x 100u.(x1000)           ,"463,46"
,0000001011,B.MICRO CELPACK 105 OVAL x 100u.(x800)       ,"635,50"
,0000001012,B.MICRO CELPACK 107 x 100u.(x400)            ,"968,82"
,0000001013,B.MICRO CELPACK 105 RECT.x 100u.(x800)       ,"666,97"
,0000001548,B.MICRO CELPACK 103 x 100u.REF.(x600)        ,"638,08"
,0000001549,TAPA P/MICRO CELPACK 103 X 100               ,"575,25"
,0000001550,"B.MICRO CELPACK 105 RECT.x 100u.REF,(x600)   ","1.043,49"
,0000001551,"B.MICRO CELPACK 107 x 100 u, REF.(x600)      ","1.259,38"
,0000001552,TAPA P/MICRO CELPACK 105 RECT. x 100 (x600)  ,"937,69"
,0000001553,TAPA P/MICRO CELPACK 107 x 100 (x600)        ,"1.180,27"
,0000001554,TAPA P/MICRO CELPACK 101 x 100 (x900)        ,"241,35"
,0000001555,TAPA P/MICRO CELPACK 102 x 100 (x600)        ,"437,52"
,0000001556,B.MICRO CELPACK 102 x 100u REF. (x600)       ,"486,17"
,0000001967,TAPA PP.CELPACK K 400 x 100u. (x1000)        ,"286,18"
,0000001968,POTE PP.CELPACK K430 250cm3 x100(x500)       ,"585,36"                       
,0000001005,POTE CUADRADO LK 230 BOULEVARES x u.(x400)   ,"11,79"
,0000001006,POTE CUADRADO LK 390 BOULEVARES x u.(x400)   ,"12,17"
,0000001007,POTE CUADRADO LK 500 BOULEVARES x u.(x400)   ,"16,49"
,0000001020,ENSALADERA C/TAPA BOULEV.LK 1100 x u.(x200)  ,"27,59"
,0000001021,TORTERA C/TAPA T 22 A BOULEVARES (x120)      ,"52,56"
,0000001022,B.MICRO BOULEV. 101 X 100 (x2600)            ,"338,21"
,0000001023,TAPA P/MICRO BOULEV. 101 X 100 (x2600)       ,"305,03"
,0000001024,BAND.MICRO PROLIX 102 x 100u. (x2400)        ,"327,41"
,0000001025,BAND.MICRO PROLIX 103 x 100u. (x1800)        ,"465,12"
,0000001026,BAND.MICRO PROLIX 105 OV. x 100u.(x1500)     ,"628,42"
,0000001027,BAND.MICRO PROLIX 107 x 100u.(x700)          ,"1.012,31"
,0000001028,B.MICRO BOULEV. 102 X 100 (x 1200)           ,"477,19"
,0000001029,B.MICRO BOULEV. 103 X 100 (x 1200)           ,"793,26"
,0000001030,B.MICRO BOULEV. 105 X 100 RECT. (x 600)      ,"1.294,07"
,0000001031,B.MICRO BOULEV.107 X 100 (x 600)             ,"1.585,58"
,0000001032,TAPA P/MICRO BOULEV. 102 X 100 (x 1200)      ,"458,26"
,0000001033,TAPA P/MICRO BOULEV. 103 X 100 (x 1200)      ,"712,02"
,0000001034,TAPA P/MICRO BOULEV. 105 X 100 RECT.(x 600)  ,"1.169,33"
,0000001035,TAPA P/MICRO BOULEV. 107 X 100 (x 600)       ,"1.425,02"                       
,0000001067,PLATO PLAST.CUAD.COLOR FLUOR x 25u.(x150)    ,"160,78"
,0000001068,B.PLAST.OVALO BANPLAST.BCA x 25 (x300)       ,"287,29"
,0000001077,BAND.PLAST.CATERING BCA 4 DIV+CUB.x u.(x300) ,"15,89"
,0000001078,BAND.PLAST.CATERING.NEGRA 4 DIV.+CUB.x u(300),"13,47"
,0000001079,PLATO BCO C/3 DIV.BANPLAST. x 100 u.(x300)   ,"1.219,88"
,0000002568,BAND.MICRO BANPLAST 102 x 100u.(x1200)       ,"294,76"
,0000002569,BAND.MICRO BANPLAST 103 x 100u.(x600)        ,"413,64"
,0000002570,BAND.MICRO BANPLAST 105ov.x 100u.(x600)      ,"646,31"
,0000002571,BAND.MICRO BANPLAST 105rect x 100u.(x600)    ,"736,05"
,0000002572,BAND.MICRO BANPLAST 107 x 100u.(x400)        ,"1.008,27"
,0000002630,B.MICRO SUPERBAND 102 x 100u.(x1200)         ,"282,00"
,0000002631,B.MICRO SUPERBAND 103 x 100u.(x1000)         ,"370,80"
,0000002632,B.MICRO SUPERBAND 105 x 100u.(x800)          ,"500,40"
,0000002633,B.MICRO SUPERBAND 107 x 100u.(x600)          ,"763,20"
,0000002665,BAND.PS NEGRA 103 BANPLAST x 100u.(x600)     ,"298,64"
,0000002666,BAND.PS NEGRA 105 BANPLAST x 100u.(x600)     ,"466,63"
,0000002667,BAND.PS NEGRA 107 BANPLAST x 100u.(x400)     ,"727,96"                 
,0000002021,"POTE SOUFFLE DARNEL 1,5OZ NEGRO x 100(2500)  ","231,74"
,0000002022,POTE SOUFFLE DARNEL 2 OZ NEGRO x 100(2500)   ,"239,46"
,0000002023,"POTE SOUFFLE DARNEL 2,5OZ NEGRO x 100(2500)  ","267,82"
,0000002024,"TAPA P/SOUFFLE DARNEL 1,5 2 2,5OZ x 100(2500)","280,07"
,0000002025,POTE SOUFFLE DARNEL NEGRO 4 OZ x 100(2500)   ,"495,87"
,0000002026,"POTE SOUFFLE DARNEL NEGRO 5,5OZx 100(2500)   ","662,75"
,0000002027,"TAPA P/SOUFFLE DARNEL 3, 4 5,5OZ x 100(2500) ","422,36"
,0000002035,PÒTE TWIST 8 OZ C/TAPA DARNEL x u.(x200)     ,"17,44"
,0000002036,PÒTE TWIST 24 OZ C/TAPA DARNEL x u.(x100)    ,"35,52"
,0000002038,B.EXPAND.NEGRA  DARNEL 619 x 100 (x400)      ,"672,28"
,0000002040,BAND.EXPAND.DARNEL 615 x 100u.(x400)         ,"541,96"
,0000002041,BAND.EXPAND.DARNEL 617 x 100u.(400)          ,"339,77"
,0000002042,BAND.EXPAND.DARNEL 618 x 100u.(x 400)        ,"420,35"
,0000002043,BAND.EXPAND.DARNEL 619 x 100u.(x400)         ,"591,69"
,0000002044,BAND.EXPAND.DARNEL 625 x 100u.(x200)         ,"941,62"
,0000002045,BAND.EXPAND.DARNEL 628 x 100u.(x200)         ,"1.344,55"
,0000002046,OBLEA EXPAND.DARNEL 618 x 100u.(x400)        ,"398,94"
,0000002047,OBLEA EXPAND.DARNEL 619 x 100u.(x400)        ,"577,53"
,0000002048,BAND.EXPAND.DARNEL ECO 615 x 100u.(x400)     ,"451,57"
,0000002050,BAND.EXPAND.DARNEL ECO 618 x 100u.(x400)     ,"349,93"
,0000002051,BAND.EXPAND.DARNEL ECO 619 x 100u.(x400)     ,"492,59"
,0000002052,BAND.EXPAND.DARNEL ECO 628 x 100u.(x200)     ,"1.036,00"
,0000002053,OBLEA EXPAND.DARNEL ECO 618 x 100u.(x400)    ,"332,51"
,0000002056,BAN.EXPAND.NEGRA DARNEL 618 x 100u.(x400)    ,"441,39"
,0000002057,PLATO TERMICO C/T.DARNEL 850ml.x u.(x100)    ,"19,60"
,0000002058,SELLO PLUS 12 OZ T/PLANA DARNEL x u.(x200)   ,"17,36"
,0000002059,SELLO PLUS 16 OZ T/PLANA DARNEL x u.(x200)   ,"20,06"
,,,
 27 BAND. Y OBLEAS EXPAND. CELPACK,,,
,                      ,                                                                                            ,                          
,0000001036,BAND.EXPAND.CELPACK K 18 x 100 (x 600)       ,"302,81"
,0000001037,BAND.EXPAND.CELPACK K 19 x 100 (x 600)       ,"398,38"
,0000001038,BAND.EXPAND.CELPACK K 17 x 100u.(x600)       ,"212,88"
,0000001039,BAND.EXPAND.CELPACK K 25 x 100 (x 300)       ,"782,62"
,0000001040,BAND.EXPAND.CELPACK K 28 x 100 (x200)        ,"900,66"
,0000001041,BAND.EXPAND.CELPACK K 30 x 100 (x 200)       ,"2.534,86"
,0000001042,OBLEA EXPAND.CELPACK O 18 x 100 (x600)       ,"319,63"
,0000001043,OBLEA EXPAND.CELPACK O 20 x 100 (x 900)      ,"274,74"
,0000001044,OBLEA EXPAND.CELPACK O 17 x 100 (x 600)      ,"236,79"
,0000001045,OBLEA EXPAND.CELPACK O 19 x 100 (x600)       ,"426,57"
,0000001046,BAND.EXPAND.CELPACK K 15 x 100u.(x600)       ,"398,38"
,0000001047,BAND.EXPAND.CELPACK K 21 x 100u.(x600)       ,"274,15"
,0000001048,DISCO EXPAND.CELPACK 200mm x 100 (x 400)     ,"317,38"
,0000001049,DISCO EXPAND.CELPACK 245mm x 100 (x 200)     ,"490,50"
,0000001050,PLATO TERGOPOR 22cm K 60 CELPACK x 100 u.    ,"747,08"
,0000001051,PLATO TELGOPOR 22cm K 62 CELPACK x 100 u.(x40,"495,00"
,0000001052,PLATO BOWL TELGOPOR 17cm K 63 CELPACK x 100 u,"316,85"
,0000001053,PLATO SECTORIZADO K 61 CELPACK x 100u.(400)  ,"747,08"
,0000001054,DISCO EXPAND.CELPACK 300mm x 100u.(x200)     ,"804,20"                   
,0000000412,B. EXPAND.EXTRUSYSTEM E 615 x 100u.(x400)    ,"428,30"
,0000000413,B. EXPAND.EXTRUSYSTEM E 617 x 100u.(x400)    ,"209,85"
,0000000414,B. EXPAND.EXTRUSYSTEM E 618 x 100u.(x400)    ,"314,79"
,0000000415,B. EXPAND.EXTRUSYSTEN E 619 x 100u.(x400)    ,"419,72"
,0000000416,B. EXPAND.EXTRUSYSTEM E 621 x 100u.(x400)    ,"267,10"
,0000000417,B. EXPAND.EXTRUSYSTEM E 625 x 100u.(x200)    ,"671,72"
,0000000418,B. EXPAND.EXTRUSYSTEM E 628 x 100u.(x200)    ,"858,53"
,0000000419,OBLEA EXP.EXTRUSYSTEM E 617 x 100u.(x600)    ,"209,85"
,0000000420,OBLEA EXP.EXTRUSYSTEM E 618 x 100u.(x600)    ,"314,79"
,0000000421,OBLEA EXP.EXTRUSYSTEM E 619 x 100u.(x600)    ,"419,72"
,0000000422,OBLEA EXP.EXTRUSYSTEM E 620 x 100u.(x900)    ,"257,55"                   
,0000001908,BOB.A.D.PULPITO 20x30 x 1200 kg.CRISTAL (x6) ,"415,15"
,0000001909,BOB.A.D.PULPITO 25x35 x 1200 kg CRISTAL.(x6) ,"415,15"
,0000001910,BOB.A.D.PULPITO 30x40 x 1200 kg CRISTAL.(x6) ,"415,15"
,0000001911,BOB.A.D.PULPITO 35x45 x 1200 kg CRISTAL.(x6) ,"415,15"
,0000001912,BOB.A.D.PULPITO 40x50 x 1200 kg CRISTAL.(x6) ,"415,15"
,0000001913,BOB.A.D.PULPITO 45x60 x 1200 kg CRISTAL (x6) ,"415,15"
,0000001914,BOB.A.D.PULPITO 50x70 x 1200 kg CRISTAL.(x6) ,"415,15"
,0000001915,BOB.A.D.PULPITO 60x90 x 1200 kg.CRISTAL (x6) ,"415,15"
,0000001916,CAMISETA 40x50 COLOR PC  REF.(x30)           ,"84,79"
,0000001917,CAMISETA STAR PLUS 30x40 BCA REF.(x20)       ,"61,66"
,0000001918,CAMISETA CH 40x50 BCA REF.(x20)              ,"111,51"
,0000001919,CAMISETA CH 45x60 BCA REF. (x20)             ,"141,00"
,0000001929,CAMISETA 45x60 COLOR PC REF.(x20)            ,"135,60"
,0000001938,CAMISETA CH 50x70 BCA REF. (x20)             ,"186,00"
,0000001939,CAMISETA CH 60x80 BCA REF.(x10)              ,"362,21"
,0000001940,BOB.A.D.LOBITO 20x30 x 1KG.CRISTAL (x6)      ,"332,28"
,0000001941,BOB.A.D.LOBITO 25x35 x 1KG.CRISTAL (x6)      ,"332,28"
,0000001942,BOB.A.D.LOBITO 30x40 x 1KG.CRISTAL (x6)      ,"332,28"
,0000001943,BOB.A.D.LOBITO 35x45 x 1KG.CRISTAL (x6)      ,"332,28"
,0000001944,BOB.A.D.LOBITO 40x50 x 1KG.CRISTAL (x6)      ,"332,28"
,0000001945,BOB.A.D.LOBITO 45x60 x 1 KG.CRISTAL(x6)      ,"332,28"
,0000001946,BOB.A.D.LOBITO 50x70 x 1 KG.CRISTAL(x6)      ,"332,28"
,0000001978,BOB.A.D.PULPITO 20x30 x 0.700 grs.CRISTAL(x12,"207,58"
,0000001979,BOB.A.D.PULPITO 25x35 x 0.700 grs.CRISTAL(x12,"207,58"
,0000001980,BOB.A.D.PULPITO 30x40 x 0.700 grs.CRISTAL(x12,"207,58"
,0000001990,RENDIDOR FONDO ESTRELLA 20x30 x250u.         ,"154,13"
,0000001991,RENDIDOR FONDO ESTRELLA 25x35 x250u.         ,"219,38"
,0000001992,RENDIDOR FONDO ESTRELLA 30x40 x250u.         ,"298,13"
,0000001993,RENDIDOR FONDO ESTRELLA 35x45 x250u.         ,"382,50"
,0000001994,RENDIDOR FONDO ESTRELLA 40x50 x250u.         ,"419,63"
,0000001995,RENDIDOR FONDO ESTRELLA 45x60 x250u.         ,"594,00"
,0000001996,RENDIDOR FONDO ESTRELLA 50x70 x250u.         ,"769,50"                
,0000000950,BOB.A.D.JUMBO 15x20 x 1.350Kg.(x9)           ,"866,56"
,0000000951,BOB.A.D.JUMBO 20x25 x 650grs.(x20)           ,"207,09"
,0000000952,BOB.A.D.JUMBO 35x45 x 1.200Kg.(x9)           ,"414,18"
,0000000953,RESIDUO 45x60 x 30u. A.D. JUMBO(x50)         ,"72,78"
,0000000954,BOB.A.D.JUMBO DIARIO 20x60 (x15)             ,"366,00"
,0000000982,CAMISETA  FARMACIA 20x30  JUMBO (x30)        ,"114,60"
,0000000983,CAMISETA  FARMACIA 30x40  JUMBO (x20)        ,"129,84"
,0000000984,CAMISETA  FARMACIA 40x50  JUMBO (x20)        ,"194,82"
,0000000996,CAMISETA JUMBO 30x40 BCA REF. E.(x20)        ,"72,06"
,0000000997,CAMISETA JUMBO 30x40 COLOR (x20)             ,"54,36"
,0000000998,CAMISETA  JUMBO 20x30 BCA REF.(x30)          ,"74,58"
,0000000999,CAMISETA  JUMBO 30x40 BCA REF.(x20)          ,"88,80"
,0000001000,CAMISETA  JUMBO 40x50 COLOR ECO.(x20)        ,"81,30"
,0000001001,CAMISETA  JUMBO 40x50 BCA REF.(x20)          ,"174,46"
,0000001002,CAMISETA  JUMBO 40x50 BCA ECO (x20) OFERTA   ,"103,68"
,0000001003,CAMISETA  JUMBO 40x50 BCA REF. E. (x20)      ,"148,40"
,0000001083,BOB.A.D.JUMBO 20x25 x 1.200kg.(x9)           ,"414,18"
,0000001084,BOB.A.D.JUMBO 20x30 x 1.200kg.(x9)           ,"414,18"
,0000001085,BOB.A.D.JUMBO 25x35 x 1.200kg.(x9)           ,"414,18"
,0000001086,BOB.A.D.JUMBO 30x40 x 1.200kg.(x9)           ,"414,18"
,0000001087,BOB.A.D.JUMBO 40x50 x 1.200kg.(x9)           ,"414,18"
,0000001088,BOB.A.D.JUMBO 40x60 x 1.200kg.(x9)           ,"414,18"
,0000001089,BOB.A.D.JUMBO 45x60 x 1.200kg.(x9)           ,"414,18"
,0000001090,BOB.A.D.JUMBO 50x70 x 1.200kg.(x9)           ,"414,18"
,0000001091,BOB.A.D.JUMBO 20x30 x 650grs.(x20)           ,"208,86"
,0000001092,BOB.A.D.JUMBO 25x35 x 650grs.(x20)           ,"208,86"
,0000001093,BOB.A.D.JUMBO 30x40 x 650grs.(x20)           ,"208,86"
